zip,breast,colo,prostate,lung,dm,htn,ashtma,copd,iscstroke,hemnstroke,chd,gun,tbi
60620,0.012015693967631191,0.005710081972955931,0.009668605058502066,0.006515799061164436,0.1321726336439431,0.33293631331885376,0.0871225390597632,0.03233377706158481,0.02150914313739228,0.004273803685279899,0.0751769074476284,0.0020318083093953617,0.00725145379387655
60621,0.00812318137730359,0.005880213385063045,0.0073957322987390885,0.0071532492725509215,0.13275945683802134,0.3193501454898157,0.10942046556741028,0.03600872938894278,0.020368574199806012,0.006122696411251212,0.07025945683802134,0.004910281280310378,0.012912221144519884
60623,0.007088941824756766,0.003759722182360876,0.005252130987572826,0.004448526246304853,0.1453950578308412,0.24446804236144992,0.07605544872714749,0.02060672157965732,0.016559997703986452,0.003960623367677869,0.06408747811612088,0.0013202077892259564,0.008294348936658726
60624,0.007802393272962484,0.005538486416558862,0.006144890038809832,0.006347024579560156,0.11784443725743855,0.3048188874514877,0.12180627425614489,0.037071474773609316,0.023528460543337647,0.004366106080206986,0.07248544631306597,0.0029107373868046574,0.01192593790426908
60625,0.007747068676716918,0.003175600223338917,0.004082914572864322,0.002966219988833054,0.06818816303740927,0.1461823003908431,0.035559743160245676,0.0115857063093244,0.008898659966499162,0.00157035175879397,0.04355108877721943,0.000314070351758794,0.004815745393634841
60626,0.006896909354905621,0.003318813524165111,0.004978220286247666,0.002489110143123833,0.06290188757519187,0.17408214063472308,0.04827836548433935,0.017838622692387472,0.010163866417755652,0.0018149761460277952,0.04656710226094171,0.000362995229205559,0.005030076747562747
60628,0.011464866376383174,0.006311668597451364,0.009507450165781169,0.006751088563096712,0.13626013661966205,0.3276075580234091,0.08620620780569647,0.032397235648943395,0.02121200015978908,0.006271721327847242,0.07805696480645548,0.0032756761075380496,0.008388926616865737
60629,0.0071709531013615735,0.003691376701966717,0.004236006051437216,0.003963691376701967,0.12641452344931922,0.21543116490166414,0.053827534039334345,0.01718608169440242,0.015068078668683812,0.003630862329803328,0.057488653555219364,0.0015431164901664146,0.007049924357034796
60630,0.013044789624491028,0.005504448801085809,0.0071633237822349575,0.007087920374000905,0.08422560699743628,0.18677424219574726,0.03702307344291962,0.019303272507917357,0.017342783893832002,0.0034685567787664,0.07321670939526466,0.00022621022470215653,0.003996380636404766
60631,0.019148936170212766,0.010058027079303675,0.01276595744680851,0.0075435203094777565,0.07195357833655706,0.1932301740812379,0.037717601547388784,0.020309477756286266,0.024951644100580272,0.00425531914893617,0.08936170212765958,0.00019342359767891682,0.004448742746615087
60632,0.006814893779029925,0.003654915099368004,0.0037691311962232544,0.003236122744232087,0.1275793801873144,0.17989035254701896,0.0396329856087718,0.014238940074621183,0.012830274880073099,0.0035026269702276708,0.056613112007918985,0.0010660169039823347,0.008870783522424427
60633,0.01195219123505976,0.0051792828685258965,0.004382470119521913,0.005577689243027889,0.11553784860557768,0.23187250996015937,0.05856573705179283,0.025896414342629483,0.017131474103585658,0.00398406374501992,0.07370517928286853,0.00199203187250996,0.008366533864541833
60634,0.012798992866135124,0.0069240453210239195,0.007343684431389006,0.007081409987410827,0.0922681493915233,0.20987201007133865,0.037557700377675196,0.020824590851867393,0.018621485522450694,0.0028850188837599663,0.08088543852287033,0.00015736466638690725,0.005770037767519933
60636,0.008915928043216028,0.006450936172444538,0.007027849163476163,0.006503382807992867,0.13520742644359365,0.3252215870351917,0.10636177689201237,0.036607751612734045,0.020401741228300206,0.005716683274767924,0.07017359836366498,0.00487753710599465,0.011276026642890858
60637,0.00819672131147541,0.004243008678881389,0.00742526518804243,0.005014464802314368,0.10043394406943106,0.28095467695274834,0.09397299903567985,0.03003857280617165,0.018804243008678882,0.0038090646094503374,0.06229508196721312,0.0048216007714561235,0.010028929604628737
60638,0.015147768022752566,0.00840855694324224,0.008841350315320885,0.007790280697415605,0.1144429331025102,0.2404476320019785,0.05156423890194139,0.027698775813033264,0.025967602324718685,0.004513416594534438,0.09756399159144305,0.0007419314949919624,0.00822307406949425
60639,0.006619453678277208,0.0037577684636508164,0.0036421448186154067,0.00332417979476803,0.10822373175314352,0.20575227634051163,0.04847521318109553,0.015031073854603266,0.011215493568434745,0.002196849255672785,0.04864864864864865,0.0014163896516837693,0.0051741581153345855
60640,0.00824199658752422,0.003036525058561555,0.005378987246594754,0.003412475780097747,0.05885074756355013,0.16770294109141387,0.045200844443159145,0.02021458110413835,0.011538795222533907,0.0018219150351369328,0.04731195234101623,0.00023135429017611845,0.005263310101506695
60641,0.010127677991776671,0.003938541441246483,0.004241506167496213,0.005236961696602467,0.08569573685349491,0.18143259034840944,0.040034624540142824,0.015710885089807402,0.014239342133737285,0.001817788357498377,0.05959748972083965,0.0003462454014282623,0.005366803722138065
60643,0.015531969971524721,0.007377685736474243,0.011325394770903443,0.005695055656225731,0.12063163344550867,0.29491327983432564,0.07183536111830184,0.025433600828371733,0.021227025627750452,0.005371472948485633,0.07384157390629045,0.0014884804556044525,0.007377685736474243
60644,0.00968088920760129,0.00627465041233417,0.007923987092147724,0.008461814270347794,0.1290785227680172,0.3260308354248835,0.1054499820724274,0.03804230907135174,0.025923269989243457,0.004589458587307279,0.07669415561133022,0.00247400501972033,0.009358192900681248
60645,0.00935839479736696,0.004282655246252677,0.006186057577920533,0.0028551034975017845,0.08676342295185978,0.19462288841303832,0.042826552462526764,0.014275517487508922,0.013720358474105798,0.0016654770402093743,0.05956063129510667,0.0007137758743754461,0.004520580537711158
60646,0.017162818955042528,0.006530984204131228,0.012454434993924665,0.0069866342648845685,0.06789185905224787,0.19304374240583233,0.04176792223572297,0.01761846901579587,0.01959295261239368,0.002278250303766707,0.07639732685297691,,0.004556500607533414
60647,0.005415441745319511,0.0024498426943112073,0.003068750322347723,0.001959874155448966,0.0693950177935943,0.13123420496157615,0.04654701119191294,0.010211975862602507,0.007787920986126154,0.0016246325235958533,0.03795966785290629,0.0007994223528804993,0.006446954458713704
60649,0.010034218070840656,0.00499398871728475,0.008277073892536761,0.0054101544437251455,0.11611023767687044,0.30565060575233516,0.09035420327383704,0.030102654212521965,0.020022195505410154,0.004809026172200129,0.06788125404605568,0.004207897900675113,0.010311661888467586
60651,0.008485479720622472,0.004748192623453008,0.005820365151329494,0.006371768165665972,0.12042029163092759,0.2858411959318711,0.08709104276436712,0.027876485724788628,0.01972797451292734,0.00419678960911653,0.0662908957235633,0.003185884082832986,0.008853081730180125
60652,0.011038635223281485,0.006422478675363773,0.006924234821876568,0.004114400401404917,0.12393376818866031,0.2515805318615153,0.0554942298043151,0.01726041144004014,0.015755143000501758,0.004616156547917712,0.06442548921224285,0.0009031610637230306,0.006121424987456096
60653,0.007246376811594203,0.003706162186082531,0.006693218276358004,0.004923110963602168,0.10227901316517314,0.28305122248036285,0.08690120588560682,0.032249142604270385,0.018420179223365418,0.003706162186082531,0.06350259984511561,0.003540214625511672,0.008739904856731939
60655,0.015647519044677784,0.0032942145357216387,0.012559192917438749,0.007206094296891085,0.07185505456042825,0.19085855466337245,0.04323656578134651,0.02038295243977764,0.013794523368334363,0.0032942145357216387,0.06794317479925881,0.0006176652254478073,0.00597076384599547
60656,0.018787361229718188,0.006148590947907771,0.009735269000853971,0.007856532877882152,0.0874466268146883,0.2107600341588386,0.03654995730145175,0.02220324508966695,0.02322801024765158,0.0022203245089666953,0.0982066609735269,,0.004782237403928267
60657,0.009936263185727406,0.0022822789390186202,0.005733530017534582,0.0027276016588271314,0.02769350663809179,0.08987169139135517,0.03799159453366362,0.009741434495811184,0.010019761195691503,0.0013916334994015975,0.03710094909404659,5.5665339976063906e-05,0.005483035987642294
60659,0.010287472358427075,0.004422651668108835,0.006057109893279493,0.005864820690318239,0.10787424286126333,0.20459571195077397,0.036342659359676954,0.013940967214690896,0.013267955004326508,0.002884338044418806,0.06960869147197385,0.00019228920296125374,0.004614940871070089
60660,0.008866736621196223,0.004092339979013641,0.0065057712486883525,0.004249737670514166,0.06757607555089191,0.1727177334732424,0.04454354669464848,0.017103882476390345,0.012801678908709339,0.001993704092339979,0.055036726128016786,0.0001049317943336831,0.0050891920251836305
60666,0.00980392156862745,,0.00980392156862745,,0.058823529411764705,0.08823529411764706,0.049019607843137254,0.00980392156862745,0.00980392156862745,,0.029411764705882353,,
60707,0.015192194355313994,0.006679326828629428,0.007203195599502324,0.008905769104839237,0.10077925479667343,0.2295854888350468,0.04616593543317399,0.026193438543644816,0.021282168816711414,0.0026193438543644816,0.08833737148844215,0.0002619343854364482,0.010084473839303254
60827,0.009940975458216837,0.004193849021435228,0.006679092885989437,0.0076110593351972665,0.1415035725380553,0.3226157191674433,0.09179869524697111,0.02842497670083877,0.018484001242621933,0.005747126436781609,0.0664802733768251,0.0021745883814849334,0.003883193538365952
60642-60622,0.005715904116995804,0.0025747315842323437,0.0032184144802904296,0.0025747315842323437,0.048044491361775535,0.11514199644687041,0.04619068462112825,0.010891114601302813,0.008161899122016529,0.0017250701614356704,0.037410849918895955,0.0006179355802157625,0.0082391410695435
60610-60654,0.011637978900610772,0.0035535813436979456,0.008595224875069406,0.005974458634092171,0.04926152137701277,0.15886729594669627,0.04959466962798445,0.022565241532481954,0.017456968350916157,0.0031315935591338146,0.0626540810660744,0.0004441976679622432,0.008928373126041089
60601-60602-60603-60604-60605-60611,0.015069510771516503,0.004315681488556369,0.011089886448052637,0.005836782341080335,0.04678269482471966,0.1543386748735364,0.04198945841734762,0.01866001627224168,0.018960698998903392,0.003112950581909512,0.06549577275460752,0.00030068272666171423,0.008525239661820368
60606-60607-60661,0.006463960710674563,0.0029972555250613897,0.003575039722663585,0.002383359815109057,0.0491838798208869,0.1335764841831576,0.05575617506861187,0.014083489816553517,0.010580673118590206,0.001769464105156724,0.04199768886320959,0.00036111512350137223,0.009388993211035679
Chicago,0.009482065353127116,0.004341083142298783,0.006456696022047004,0.004898952664341924,0.09081858340621397,0.21047043849402694,0.06161282653605082,0.021412748777622052,0.016045185714763887,0.0031987380133150583,0.06003019361505458,0.0014830746678316127,0.00807880893998783
